sector0_superlayer0_layer0_paddle1  |         ahdc_mother  |ATOFpaddle1 sector0 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 0 layer manual 0 paddle manual 1 order manual 0 
sector3_superlayer1_layer0_paddle15  |         ahdc_mother  |ATOFpaddle15 sector3 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 0 paddle manual 15 order manual 0 
sector3_superlayer1_layer0_paddle16  |         ahdc_mother  |ATOFpaddle16 sector3 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 0 paddle manual 16 order manual 0 
sector3_superlayer1_layer1_paddle13  |         ahdc_mother  |ATOFpaddle13 sector3 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 1 paddle manual 13 order manual 0 
sector3_superlayer1_layer1_paddle14  |         ahdc_mother  |ATOFpaddle14 sector3 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 1 paddle manual 14 order manual 0 
sector3_superlayer1_layer1_paddle15  |         ahdc_mother  |ATOFpaddle15 sector3 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 1 paddle manual 15 order manual 0 
sector3_superlayer1_layer1_paddle16  |         ahdc_mother  |ATOFpaddle16 sector3 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 1 paddle manual 16 order manual 0 
sector3_superlayer1_layer2_paddle13  |         ahdc_mother  |ATOFpaddle13 sector3 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 2 paddle manual 13 order manual 0 
sector3_superlayer1_layer2_paddle14  |         ahdc_mother  |ATOFpaddle14 sector3 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 2 paddle manual 14 order manual 0 
sector3_superlayer1_layer2_paddle15  |         ahdc_mother  |ATOFpaddle15 sector3 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 2 paddle manual 15 order manual 0 
sector3_superlayer1_layer2_paddle16  |         ahdc_mother  |ATOFpaddle16 sector3 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 2 paddle manual 16 order manual 0 
sector3_superlayer1_layer3_paddle13  |         ahdc_mother  |ATOFpaddle13 sector3 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 3 paddle manual 13 order manual 0 
sector3_superlayer1_layer3_paddle14  |         ahdc_mother  |ATOFpaddle14 sector3 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 3 paddle manual 14 order manual 0 
sector3_superlayer1_layer3_paddle15  |         ahdc_mother  |ATOFpaddle15 sector3 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 3 paddle manual 15 order manual 0 
sector3_superlayer1_layer3_paddle16  |         ahdc_mother  |ATOFpaddle16 sector3 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 3 paddle manual 16 order manual 0 
sector3_superlayer1_layer4_paddle13  |         ahdc_mother  |ATOFpaddle13 sector3 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 4 paddle manual 13 order manual 0 
sector3_superlayer1_layer4_paddle14  |         ahdc_mother  |ATOFpaddle14 sector3 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 4 paddle manual 14 order manual 0 
sector3_superlayer1_layer4_paddle15  |         ahdc_mother  |ATOFpaddle15 sector3 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 4 paddle manual 15 order manual 0 
sector3_superlayer1_layer4_paddle16  |         ahdc_mother  |ATOFpaddle16 sector3 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      80.000000*mm       5.135000*mm     100.000000*mm      -5.135000*mm     100.000000*mm      -4.086845*mm      80.000000*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 4 paddle manual 16 order manual 0 
sector3_superlayer1_layer5_paddle13  |         ahdc_mother  |ATOFpaddle13 sector3 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm      28.608180*mm      74.821617*mm      35.785375*mm      93.518849*mm      26.018024*mm      96.692454*mm      20.834539*mm      77.347426*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 5 paddle manual 13 order manual 0 
sector3_superlayer1_layer5_paddle14  |         ahdc_mother  |ATOFpaddle14 sector3 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm      20.630473*mm      77.402105*mm      25.813957*mm      96.747134*mm      15.768381*mm      98.882387*mm      12.635398*mm      79.101511*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 5 paddle manual 14 order manual 0 
sector3_superlayer1_layer5_paddle15  |         ahdc_mother  |ATOFpaddle15 sector3 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm      12.426734*mm      79.134560*mm      15.559716*mm      98.915436*mm       5.345976*mm      99.988943*mm       4.297820*mm      79.988943*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 3 superlayer manual 1 layer manual 5 paddle manual 15 order manual 0 
